,orderID,namaPesanan,recommendationShown,recommendationAccepted
751,D6j8GPTfFkVDAYrPxxNS,['float'],True,False
752,D7SbCXvVQsqy9KFYnRNp,"['penyetan', 'teh']",False,False
753,D8L3F7CNlHbv637O7BMW,"['mie', 'teh']",False,False
754,D9ikEntrCm0OeaRiOFzj,"['risol mayo', 'gorengan', 'float', 'teh']",False,False
755,DAbqATrUshzqNvKZd008,"['penyetan', 'es jeruk']",True,False
756,DB98rGdYam10AStVnSGO,['kopi'],True,True
757,DBEubCpvP4v3vFB8rOhA,['es krim'],True,False
758,DDh5xzbvbAjLlJcrcuo0,"['cireng isi', 'gorengan', 'nasi goreng', 'kopi', 'telur', 'kopi']",True,False
759,DDx6gsVKcUFVB6PqyNUm,"['risol mayo', 'pisang coklat keju']",True,False
760,DDygN6uObcdmydtfFT1m,"['pisang coklat keju', 'pisang coklat keju', 'penyetan']",False,False
761,DHWVOwXEzkzNHtDrn6oS,"['teh', 'mie']",False,False
762,DJPvFNQikUeo9jwn0tP7,['tahu krispy'],True,False
763,DJXrt5PyyuEZmmE47PyV,"['nasi goreng', 'cireng isi']",True,False
764,DKmqBw6nRZqm8rwP3KcF,"['penyetan', 'teh']",True,False
765,DPfR00gIoWyfekdYseFc,"['cireng isi', 'cireng isi']",True,False
766,DQBmDkCQzOBfg6ZQ7qap,['air putih'],False,True
767,DRDnljgt3DJvBuq0imBh,['cireng isi'],True,False
768,DRjVo5m3LUqFdZXTtQ8U,"['nasi putih', 'mie', 'gorengan']",True,False
769,DSIsgBWcdhGZDuySPxyp,"['float', 'teh']",True,False
770,DSWu9I7qhu42a2hkWUft,['float'],True,False
771,DT6LmX6jTD8Yv6sEZQTV,"['penyetan', 'teh']",True,False
772,DTEJpStrqCALB3zW7Ilq,['gorengan'],True,False
773,DTQEHd0tnr9A7mqvESwp,"['cireng isi', 'cireng isi', 'penyetan', 'nasi goreng', 'es jeruk']",False,False
774,DTSwjKjLDBcf9rs31XNi,"['penyetan', 'teh']",True,False
775,DTXGwJaqqIs5JV6uiBhF,"['sayur harian', 'teh']",False,False
776,DUw8fS0Iyx59Wrq02q77,['nasi putih'],False,False
777,DWqbzQJuuO4Ne0u2nR5V,"['gorengan', 'cireng isi', 'risol mayo']",True,False
778,DX5VmNXPCdEuT0pafeLK,['float'],True,False
779,DZZ3w79fSIgUoaxeCM0u,"['mie', 'tahu krispy', 'teh']",False,False
780,DZoMkalLn2ThQAg87MkD,"['mie', 'kopi']",True,False
781,DaNBPFeC5vyC7HMS5uLv,"['kopi', 'penyetan']",False,False
782,Dbe2UAkavj0x607dUoBG,"['penyetan', 'tahu krispy', 'nasi putih', 'float', 'mie', 'risol mayo']",True,False
783,DcYisNOLtoXvAw17zKFT,['teh'],True,False
784,DdkXxb26QullqK4Ksl5U,"['nasi goreng', 'es jeruk', 'pisang coklat keju']",False,False
785,DfafiS1fK7OCrqU9qj54,"['teh', 'risol mayo']",False,False
786,DgA1Wa9RjNQz4Rd6MLD8,"['mie', 'mie']",True,False
787,Di0bYcIERtUXhJli3Fmn,"['kopi', 'teh', 'es jeruk']",True,False
788,Dia26NSBU7wbq1Bj5j4h,"['risol mayo', 'gorengan']",True,False
789,DinEoCC2ujqW4JxxV54n,['teh'],True,False
790,DjqyEJzj2CUyDh2QRwDx,['risol mayo'],True,False
791,DkkmO3EDsXv5RYEfpCEM,['teh'],False,False
792,Dl8FLJFxUVMFjObxr1HN,['cireng isi'],True,False
793,Dn0ZwBXpFS43HV5gdTc6,"['nasi goreng', 'telur', 'risol mayo', 'float']",True,False
794,DnCGuSLeviPuYvYBECHq,['kopi'],True,False
795,Do3gEbrBsydjmWvxkROc,"['teh', 'es krim']",False,False
796,DoTqX9eKWP28eUSSUeLf,"['float', 'risol mayo']",True,False
797,DogXXUouEeWSgZFiKBXm,['teh'],True,False
798,DozjuEr5M52hjxwxRxnE,['teh'],True,True
799,DpsHW2UcwspKXyi6ej1K,"['sayur harian', 'teh']",False,False
800,DqJyAN9zZdmbM7uNwudW,['air putih'],False,False
801,Drs2lUDOwiaC62VfJuUp,['risol mayo'],False,False
802,Dt8akrhNpwJyRmrJT2lp,['kopi'],False,False
803,DtJuyDX7ZfAIGOk3dhLo,"['gorengan', 'cireng isi']",True,False
804,DuyrloGafRuqhA1tOLIG,['gorengan'],False,False
805,Dxj4pmh3SUB8TWOnGTZX,"['penyetan', 'es jeruk']",True,False
806,DzRfgLCuwpAartyI0hOl,"['kopi', 'risol mayo', 'pisang coklat keju']",True,False
807,DzhHraJFHQgJzxaGgG5A,['kopi'],True,False
808,E0ZTOef73asAXfNwZ1n5,['risol mayo'],True,False
809,E0iV1WNd1lgzpq1a0kfN,"['mie', 'teh']",False,False
810,E1A2rqPYvi47kA9fiEwH,"['cireng isi', 'mie', 'penyetan', 'es jeruk']",True,False
811,E1qBTEQaN2WY3qNNnpwY,"['penyetan', 'teh', 'sosis goreng']",True,False
812,E3YZNkjfrz05d68chhUQ,['risol mayo'],False,False
813,E5nLaoh0MKuW0HJzKY5J,"['nasi goreng', 'risol mayo']",True,False
814,E6jjhUd5C6qkn2SXHscE,['gorengan'],True,True
815,E8EBF4HUbMib1Lamlo6Y,"['risol mayo', 'cireng isi']",True,False
816,E9kGrieG603T3EXfnKzS,['penyetan'],True,False
817,EBAY1omQWE7aBo1kOpxp,"['sayur harian', 'kopi']",False,False
818,EBGeX4IbcY8LXG6pDDiP,['risol mayo'],False,False
819,ED3y83ckFxLxEN6AyFbj,"['mie', 'cireng isi']",True,False
820,EDxUWZJwSW902hGvJDu8,"['risol mayo', 'pisang coklat keju']",True,False
821,EEyRnurD5M7F8GkL4ugJ,['float'],True,False
822,EGAxFpUSFt5ChXzRTtiD,"['teh', 'tahu krispy']",True,False
823,EGS1U8xB6dNdUdFqAwac,['penyetan'],True,False
824,EGo35YyyRkAXDhA79LE9,"['risol mayo', 'cireng isi']",True,False
825,EHgVPeQQAw1bkvyGAJKg,['gorengan'],True,False
826,EJSmuY3g8StrkN1kTHOZ,"['tahu krispy', 'float']",True,False
827,EJvfhJx3BNV35d0E8O93,['kopi'],False,False
828,EKVwjvnNGj7aMDzHLgLM,"['penyetan', 'teh', 'cireng isi']",True,False
829,ELz6XSUtqIvvGUMXGC8G,"['es jeruk', 'teh']",True,False
830,EM3oYkLCB53XnvottdT6,"['mie', 'teh', 'float']",True,False
831,ENQFzZLslLfaGSdNVt1N,['french fries'],True,False
832,ENvkxDXV4FN47eD0KGlg,['kopi'],True,True
833,EOS9DpBOcRU9N5m8Swuz,['float'],True,False
834,EOeagG9x28jDyXmss59N,['air putih'],True,False
835,EPjDwTbzpxstr8rkO7LT,['teh'],True,False
836,ERasbDtYHf2D74zjJbAi,"['teh', 'pisang coklat keju']",False,False
837,ET8UvDUl9SAxLCyocwEa,['float'],False,False
838,EVO0oXxMf6pNArZbmRYh,['gorengan'],True,False
839,EX2Z6T3DThZa1IZWchZO,"['cireng isi', 'risol mayo', 'air putih']",False,False
840,EYJ76hDQYh8pcLRVJr7d,"['risol mayo', 'gorengan']",True,False
841,EZAeSmZFCRJW4kxeTIBj,"['air putih', 'kopi']",True,False
842,EZsOQiOFsZbgBv20sb68,['gorengan'],True,False
843,EaT6mlnw81b7iRRL0Trv,['kopi'],True,False
844,Ehtb0SYYWpss0pJ7Oza7,['sosis goreng'],True,False
845,EhvAblz1FpdPoydaBbrP,['teh'],False,True
846,Ej3KDm0hQuk9avZusdtQ,['teh'],True,False
847,EjGtoWREt5n9phXNWFS4,"['pisang coklat keju', 'teh']",False,False
848,Ek7BCURWeQofR3s5eQyL,"['mie', 'kopi', 'penyetan', 'penyetan', 'teh']",True,False
849,El8EUS95AdIfh0a9SowT,"['kopi', 'air putih']",True,False
850,ElqpkxcnhgusDX6faafD,"['kopi', 'kopi']",False,False
851,Emaj9RukrR7U8NV822BH,['es batu'],True,False
852,EmnF48KPatOOjXQrYlRB,"['french fries', 'teh']",True,False
853,EnJCGSoL5vVihhBmCpkK,"['es krim', 'pisang coklat keju']",False,False
854,Env9cr5NkYpAnK3A3gPg,"['penyetan', 'teh', 'pisang coklat keju']",True,False
855,EpTdJN5b9OGfXIKkrC16,['es jeruk'],True,False
856,Eq6V4hNdkADwqbm9wtkM,"['kopi', 'teh', 'penyetan']",True,False
857,Er2qUoao2OuVjsjFU51x,['risol mayo'],True,False
858,EtuT7WYfgG4juLZLtfQv,"['gorengan', 'es jeruk']",True,True
859,Ewq8khqmNaUrEhNQkBmJ,['penyetan'],True,True
860,ExOgdKXsUcTIwfG2U9zQ,['gorengan'],True,False
861,ExxO5v8QRb0Onw6GcN38,"['cireng isi', 'gorengan']",False,False
862,EyWCYdS7yi2uFZG8BQi6,"['teh', 'gorengan']",True,False
863,EzJ6vTGMpZXhHyCa9kZC,['es jeruk'],True,False
864,EzcIdkoj5rXJCoVAuwH7,"['french fries', 'gorengan', 'gorengan', 'air putih', 'mie', 'penyetan', 'es jeruk', 'risol mayo']",True,False
865,F133hYTKgqBdjDJPEGpu,['air putih'],False,False
866,F1fl7Kk4MZz5Gns8PgdH,"['tahu krispy', 'pisang coklat keju']",True,False
867,F2JYjC8BSnYdwHed3MvL,"['pisang coklat keju', 'kopi']",True,False
868,F2MfRNGY2yTt0Tpy3V7S,['kopi'],False,False
869,F3BhlLMnYv2QrdA0h86G,"['mie', 'teh']",True,False
870,F3LDw728kEu16ciE1b5v,"['sayur harian', 'teh']",True,True
871,F4lHcnJcRMJDrrVq41Bq,['kopi'],True,True
872,F57U2vhl3A5yVM5xNh6w,['gorengan'],True,False
873,F5zWNR9QFJcrWD2bhhWd,['mie'],True,False
874,F6N4cRudy9RUVSyC7lqv,"['float', 'float']",False,True
875,F6c1Ow9h1XgoP6ss7WzF,"['teh', 'es jeruk', 'gorengan', 'pisang coklat keju']",True,False
876,F7ysnMCBBIwr44z4c6HE,['risol mayo'],True,False
877,FC8paFbHGfinGHI2EKAB,['es krim'],False,False
878,FE42mH3MKjTD3U8NSpZF,"['penyetan', 'teh']",True,False
879,FFb1SgXcTwOpqeTZ1OnC,"['cireng isi', 'float']",True,False
880,FFwYDgC7siBbGNiWgaRo,['sayur harian'],True,False
881,FG7ri2itZnooYce2lkbk,"['nasi goreng', 'mie', 'teh', 'gorengan']",True,True
882,FGPWB7Q0nQh8UMChWdaC,['nasi putih'],True,False
883,FHA7rkZ8KfVmAZYY7DSZ,['gorengan'],True,False
884,FHAAeQXdinjV85MtMtII,"['kopi', 'teh']",True,False
885,FJ33mcBkyRzMH174x3uj,['es jeruk'],False,False
886,FJ9qdiDkdCK8YPqRGkqn,['mie'],True,False
887,FJlgQvKRxtfl7BaCphzL,"['risol mayo', 'cireng isi']",True,False
888,FKLfBqgF7BmYvqWtPGkT,['gorengan'],True,False
889,FKwMgOsFfg7PeTJjWnAj,"['mie', 'mie', 'nasi putih', 'teh']",True,False
890,FLihMxc5Sl6o9AweQC7d,"['mie', 'cireng isi', 'pisang coklat keju']",True,False
891,FM9UiVfPsHaAD5Gm4UVj,"['sayur harian', 'es jeruk', 'mie']",True,False
892,FN02d81OGxQzEJSoPqWA,['risol mayo'],False,False
893,FOdUfFCn0vxZ2FjjoV9b,"['nasi goreng', 'telur', 'teh']",False,True
894,FOrlvmIjDnzTC6b3Aet9,"['es jeruk', 'gorengan']",True,False
895,FQB0B383k91wMQsBhWtf,"['cireng isi', 'risol mayo']",True,False
896,FQDO3SWTM9huYyX33umn,"['penyetan', 'gorengan']",False,False
897,FRz3HlGwrlfWvfWlaEi5,"['tahu krispy', 'sosis goreng', 'kopi', 'risol mayo']",True,False
898,FSselJrdVdaBjRuOOBM7,"['cireng isi', 'gorengan']",True,False
899,FXx0UFfhMgzA0aaXR770,['sosis goreng'],False,True
900,FY7oh81rLbj6wEpKWSwV,"['sayur harian', 'teh']",True,False
901,FYWPvQpb8jKCwdpKY1G8,['gorengan'],False,False
902,FZblURKl71QU4lG23ypc,"['penyetan', 'es jeruk']",True,False
903,Fa3pz53pIlIf8dDBgkYI,"['sayur harian', 'risol mayo']",True,False
904,FaiQFhgZlfGeyx0BdwKq,['risol mayo'],True,False
905,Fb4j2NjvOfnnkNBoewXP,"['cireng isi', 'risol mayo', 'tahu krispy']",True,False
906,FbL0GFy6OtkghnPybhhH,['gorengan'],True,False
907,FbXG1TKcJ4EEPubPKTX0,"['risol mayo', 'pisang coklat keju']",False,False
908,FcrU37wzaH4n4qKbaMx0,['es jeruk'],True,False
909,Fdx4oNDp7sSRFtoNKY7j,"['penyetan', 'teh', 'gorengan']",True,False
910,FetcSKh2HQGCbKn3fuX3,"['penyetan', 'sayur harian']",True,True
911,FfPuUKcc4mlTRmXeExCl,"['nasi goreng', 'telur', 'kopi', 'pisang coklat keju', 'gorengan']",True,False
912,FfYHXI1oVaRsAV4eqwOM,['kopi'],False,False
913,Fg1dAMPC85t6IewrNLGJ,['gorengan'],True,False
914,FgJgNLBwTJyvBTmS4219,['kopi'],True,False
915,FhX0qdcvvf01I3rpRoZX,['teh'],False,False
916,FiiykttKVTY6byYI8OMj,['mie'],False,False
917,FjcZA5ly8GpvhJBsg67j,['mie'],True,False
918,FlMXxSwvVrVhuNednNbF,"['float', 'float']",True,False
919,Fn2DdaWcv9JTvdP3mIO4,"['pisang coklat keju', 'risol mayo']",True,False
920,FndWPL2q0m2aLglJ3KAi,['sosis goreng'],True,False
921,FphPV9JbSiXznjCwQweH,"['kopi', 'cireng isi', 'risol mayo']",True,False
922,FpzodcmsU9ZtamEkGOQw,['gorengan'],True,False
923,FqJ11BSNHyxYhlO7daz0,['air putih'],True,False
924,FqUqO7gKqEdjRFcq6Xpe,"['penyetan', 'kopi']",False,False
925,FqiwxKRT7dfnOLnJiFc6,"['penyetan', 'penyetan', 'teh']",True,False
926,FqwwzhGCItwfgyL6L5Il,"['float', 'kopi', 'penyetan', 'penyetan', 'float']",True,False
927,FsK0TtHrPPjsfRACV7Ln,"['mie', 'teh']",True,False
928,FuCi4EDxtb423Bd9wObu,['gorengan'],True,False
929,FuMzh7HgX1U7RoG7NnYM,"['penyetan', 'gorengan', 'teh']",True,False
930,FumFFjvN9FQhLVkYFUUQ,['cireng isi'],False,False
931,Fva51tuxsTwYcMWtInOc,"['nasi goreng', 'gorengan']",False,False
932,FxSixSrFwkRUJCuoWQzx,"['kopi', 'es jeruk', 'nasi goreng', 'cireng isi', 'risol mayo']",True,True
933,FyGrT43wYGSpjqKCRFcS,['cireng isi'],True,True
934,G1jEW4DC9PstaaTr8ICt,"['penyetan', 'kopi']",True,False
935,G2JJkE6PiRzr0FYKNc3A,"['nasi goreng', 'mie', 'nasi putih', 'teh']",True,False
936,G42HvY0hXQ2qtIE2WEKN,['kopi'],False,False
937,G6XKOLYO5tXRiB0UgtQY,['air putih'],False,False
938,G71ssrKhH3LlqyUWOhS1,['es jeruk'],True,False
939,G74ELCvjrFoqKUtP1B5D,['teh'],True,False
940,G8XQ59nvECycvGrEwrIJ,"['teh', 'mie', 'tahu krispy']",True,False
941,G9CuwcpYkqv1BwbxgMjK,['gorengan'],False,False
942,GAKzb9bzLP1ps6OL30ho,"['sayur harian', 'kopi', 'teh']",True,False
943,GASbHWSbhNtJZbnUBkvX,"['sayur harian', 'telur']",True,False
944,GB7VNxKaR6BcAxXi7lr0,"['teh', 'teh']",True,True
945,GDATa6JKzvNH93JyDY1H,"['cireng isi', 'pisang coklat keju']",True,False
946,GELQtZxUe8cFCixmh66r,"['cireng isi', 'gorengan']",True,False
947,GFb7CZxZXkweKoMhXkBx,"['risol mayo', 'pisang coklat keju']",False,False
948,GGPISAqngrNZwIn1M5wr,"['mie', 'cireng isi']",True,False
949,GHWB7e1oODCf166t69Ae,['teh'],True,False
950,GJtKakOLESIu699NETN2,['air putih'],False,True
951,GKFHyI19Q44Es7Az8Ir7,"['kopi', 'sosis goreng', 'mie', 'kopi', 'kopi']",False,False
952,GKw3lRP8xEQTDXbTySUg,"['mie', 'mie', 'sosis goreng', 'risol mayo']",True,False
953,GLMyNgXw8TKe7ajwxi91,['float'],True,False
954,GMIQZZPVnRwYW7FleGLy,"['nasi putih', 'telur', 'cireng isi']",True,False
955,GOnpB2XjyPHU170XByw9,['teh'],True,True
956,GR7mHpiv98QYpf5MDD9y,"['kopi', 'cireng isi', 'kopi', 'french fries']",True,True
957,GSfJvKBDjp6SY5d50Ve3,['sosis goreng'],True,False
958,GTcQ9a5l4OYVuteNEJGk,"['sayur harian', 'teh', 'gorengan', 'kopi']",False,False
959,GTe7ogw0WtH9YYcOZOgv,['pisang coklat keju'],True,True
960,GTlWRUCkKv1ryW2oAFBq,"['sayur harian', 'teh', 'gorengan']",True,False
961,GUMDmAB6G4S1brf6bluW,"['risol mayo', 'cireng isi']",False,False
962,GUaONHK1Kb4R0ENDLBLT,['es batu'],True,False
963,GWtTSjyR8wPDETbCTEQm,"['penyetan', 'risol mayo', 'penyetan', 'kopi', 'mie']",True,False
964,GYkwaNzzwALP2TMCzaJb,['air putih'],True,False
965,GcRUnB9HEFBSO4SFC6B2,"['mie', 'penyetan', 'float', 'risol mayo', 'teh']",True,False
966,GeNfLIUs3kPUPhiCNm8P,['cireng isi'],False,False
967,GeyZFRtVQnE1DGZqT8SU,"['mie', 'es jeruk']",True,False
968,Gfc2svA1dA0Jd4M6llA4,"['mie', 'kopi', 'teh']",True,False
969,GfoGt4ZLbmZ5YEht6tNq,['es krim'],True,False
970,GgfsrXDoEH6YadrkSf1k,"['mie', 'es jeruk']",True,False
971,GiH3npvBwXCSKuUksWAR,['cireng isi'],True,False
972,Gj21YPas31iYDcS9sPWN,"['penyetan', 'air putih']",True,False
973,Gje84OrtZ3f7VRhKIAyH,"['es jeruk', 'risol mayo']",True,True
974,GkONZU1nbNxArUbvpR74,['cireng isi'],True,False
975,GlB77Af1NR4mqJSwLT7E,['penyetan'],False,False
976,GlOtyqDCewdpSPBdv5CJ,"['penyetan', 'kopi', 'gorengan']",False,False
977,GmrH195b4c0gEfZ4b31w,['float'],False,False
978,GoXUtNWF20VvqD9P6KDV,['risol mayo'],True,False
979,GoifFHLWIVs2pC6P29q6,"['sayur harian', 'tahu krispy']",False,False
980,GomZE8M83gqnyrGsC90O,"['gorengan', 'penyetan']",True,False
981,GpbUOPPJU6e50nhlGZlY,['kopi'],False,False
982,Grz9pY4dMfLLqNQ2IuFG,['kopi'],True,False
983,GsUDDM4BsfO2cgQanVgK,"['gorengan', 'french fries', 'air putih']",True,False
984,GsZdgTRFqm4NCc9rkHHl,"['kopi', 'pisang coklat keju', 'pisang coklat keju']",False,False
985,GyJjBqPbwt0keuS73S5p,"['mie', 'float']",False,False
986,GycfyWkeHNL8AD4sWwI4,['teh'],True,False
987,GyzAg6PWLhujokfbxvmP,"['risol mayo', 'gorengan']",True,False
988,H09qArTznQgkpFdfBeQa,"['penyetan', 'sayur harian', 'teh', 'gorengan']",True,False
989,H0YbSGU9rONP9i8gC58i,"['sayur harian', 'float']",True,False
990,H1i1EODMfCEb1GdhMY99,"['teh', 'mie']",True,False
991,H2qmRSz9VvyzUi1sHjT9,"['nasi goreng', 'telur']",False,False
992,H6USzH8izu8e3zs1Ufg8,['mie'],False,True
993,H70zFV1D3filyrNudO4F,"['penyetan', 'teh']",True,False
994,H7KpH01dTLrNcjOSM0Pw,['kopi'],True,False
995,H7VSZEwUtrrkLvE4xju6,['teh'],False,False
996,H8OXE7NQjJpjUw7cjbf7,['es krim'],False,False
997,H8qABOy1VMkMHhCDzi33,['air putih'],False,False
998,H8v23DANUwjy5UHJdjZl,"['mie', 'nasi putih', 'sosis goreng']",True,False
999,HA5JSKdBf2RAWvBX1xIm,"['cireng isi', 'gorengan']",False,False
1000,HBISjRadNNtNCK5cZxaF,['gorengan'],True,False
1001,HCdPvpPUFjeepUOXdCOt,"['penyetan', 'air putih']",False,False
1002,HCvJlZgAKgH1Eg8rCfI0,['gorengan'],False,False
1003,HDPaCeYZkGN1aLDukMh2,"['float', 'kopi']",True,False
1004,HDWk6bsILzcJXusJlYYq,"['cireng isi', 'risol mayo']",True,False
1005,HE2r63QmL6whP6OKjjkG,['gorengan'],True,False
1006,HEsTpm2y6tNH4ylknOwn,['kopi'],True,False
1007,HJ6VmdzgO55Ao8DRDEck,"['es jeruk', 'french fries']",True,False
1008,HKgQCpdhGsUv5Ylx1OTm,"['float', 'kopi']",True,True
1009,HLArMi3isclJGxTo4r7g,['es krim'],False,False
1010,HLGbEgvTo7ltKt8bAFe6,['risol mayo'],True,False
1011,HNPX3yzLgLWubeAcCpdh,['kopi'],True,False
1012,HOWmYt5y0mp4C7L5NoGp,"['risol mayo', 'es krim']",True,False
1013,HRS2kMIiP1UX2L0Ota2I,"['risol mayo', 'kopi']",True,False
1014,HS2rV1IU09bLhr6YaVOP,['pisang coklat keju'],True,False
1015,HSKRqR3QzohaoE7Dwl6x,['kopi'],True,False
1016,HSTkRnwLushlZKPPy1My,"['es jeruk', 'french fries']",False,True
1017,HTtJJVNYjN56eMCaX6mb,['es krim'],True,True
1018,HTvojhuDoVvFldmUYvla,"['risol mayo', 'cireng isi']",False,False
1019,HX7hz6u1E4YsTVGA4AoJ,['float'],True,False
1020,HYe698abrqppaHTzFx7b,"['float', 'cireng isi', 'gorengan']",True,False
1021,HYswcs3WcQveZVM9xvdf,['cireng isi'],False,False
1022,HYvRZTMlPGgTITSqAOyR,"['penyetan', 'es jeruk']",False,True
1023,HZ28vXZHip9GbNoyiHCE,['sayur harian'],True,False
1024,HZtm9tK1rplv4TKJyh00,['penyetan'],False,False
1025,Haze2ApD5830xgq8v8Sf,"['penyetan', 'teh']",True,False
1026,Hb68CI1MtrZd5rMH44t4,['pisang coklat keju'],False,False
1027,HbHFYidENPtM8U3MFzD3,['es batu'],True,True
1028,HbSOCiinsBmdZH1u5MWL,"['mie', 'cireng isi']",True,False
1029,HblqwgTGuhh75rsLENlX,"['kopi', 'teh', 'es krim']",True,True
1030,HelFtX4TTVf5dPySW8C1,['cireng isi'],True,False
1031,Hen0KpNywcGwMR74kt1f,"['kopi', 'risol mayo', 'sosis goreng']",True,False
1032,Hi7BRPRFCM3KmvXLGY73,['penyetan'],True,False
1033,Hkk55poXBQ3b9UInzJv1,['sayur harian'],True,False
1034,Hl0EoEaqSVEkQJT2PveK,"['penyetan', 'kopi']",True,False
1035,Hm4RMzgjy5gchzGnOBBt,"['mie', 'nasi goreng']",True,False
1036,HmZY6GDIqVCayypKkrPX,['penyetan'],False,False
1037,HnMb6Zd1usvlcpkJijwX,"['kopi', 'tahu krispy']",True,False
1038,Hog0072YZrWqI4UUuZI5,['kopi'],True,False
1039,HpnUHcnbrH0fk0lheDDf,['kopi'],True,False
1040,Hq43qFAaQn0Lxn18BlwM,['sayur harian'],True,False
1041,HsyQ7UMWAeX2LvX9Cmlc,"['kopi', 'gorengan']",True,False
1042,HtOctvCzifuOXLTHyyV1,"['risol mayo', 'cireng isi', 'air putih']",True,True
1043,HvDZr2QgWErotHKuaput,"['kopi', 'teh', 'kopi', 'teh', 'gorengan']",True,False
1044,HyE08RasSGRoMefzFew7,"['risol mayo', 'teh']",True,False
1045,HzQ3MDkhYIE5HbZ5QwZp,['cireng isi'],False,False
1046,HzSf4lBxGNovKs0Xdf4v,"['cireng isi', 'gorengan']",True,False
1047,HzVhD1h6SfNxmVXQK1Fr,['float'],True,True
1048,Hzd1NUeT3b0C6pGaiW6m,"['kopi', 'penyetan', 'gorengan']",True,False
1049,I0sMVjYxrzCSPMKI7puO,"['float', 'cireng isi']",True,False
1050,I1ZlpQTlpkNVS3iBHtTD,"['penyetan', 'pisang coklat keju', 'cireng isi', 'risol mayo', 'teh']",False,False
1051,I2Ysk6yJUDo0YMtHJaG6,"['teh', 'gorengan', 'cireng isi']",False,True
1052,I352oYDTqBKXffTTDFjS,"['mie', 'gorengan']",False,False
1053,I3cf4Y8aBneKRNgR97qk,"['penyetan', 'gorengan', 'es krim', 'sayur harian']",True,False
1054,I3uMO8UiDP9hCgT98vop,"['kopi', 'risol mayo']",False,False
1055,I5BgL1IcytjLCOBggaNt,['kopi'],True,False
1056,I6KCQch03Hp23rbYd2G4,['kopi'],True,False
1057,I9kjmxgHH98783FxHWoC,"['mie', 'mie', 'gorengan']",False,False
1058,IAoPMym3I6aGzbL11nrz,['mie'],True,False
1059,IArKFGcWTAhS6WbMNDT1,"['penyetan', 'teh']",True,False
1060,ICSFz6XbWXfCzXIc4AIY,['mie'],False,False
1061,ICpfkAcqz0DCtVgPsUoD,"['es jeruk', 'teh']",True,True
1062,IE9rjpa0bhrE3lATp1J5,['pisang coklat keju'],True,False
1063,IF3k0jCOQOawAN8jrrRV,['nasi goreng'],True,False
1064,IF4EAl8qotfrNXBbeW2L,"['penyetan', 'teh']",True,False
1065,IFx9Z2nhua32aGRQdMqs,"['mie', 'pisang coklat keju']",True,False
1066,II05TzAfd8FfEs0l1arM,"['mie', 'teh']",True,False
1067,IIjEHL8y8Ft9xiTk4Yvj,['float'],True,False
1068,IIulnrpQoRonqFKLS5Ll,"['mie', 'cireng isi', 'teh', 'teh']",False,False
1069,IJEwBEDFq0u0RtMvrZAN,"['mie', 'telur', 'nasi putih', 'kopi']",True,False
1070,IMPOuEXOOp8jlABORFE2,['gorengan'],True,False
1071,IN1TwXaem6IL6c5aHsQE,"['cireng isi', 'gorengan']",True,False
1072,INSg7Ux15hf85Q1bLBGU,"['sayur harian', 'kopi', 'gorengan']",True,True
1073,INjFDmcW8NUDbBpFNspe,['gorengan'],True,False
1074,IOvo2bKSiw52MxMClxBb,['kopi'],True,False
1075,IOyhaJc7PajaS8pZrDCO,['kopi'],True,False
1076,IPGbYNHGBgc1CsTjBB0Q,"['float', 'teh']",True,False
1077,ISW5gxV5U5T5UiepXnrU,['mie'],True,False
1078,ITLDjhPMNeN5771zYLj4,['risol mayo'],True,False
1079,ITiTOUp6ybOfQG6bRiFx,"['penyetan', 'penyetan', 'sayur harian', 'sayur harian', 'mie', 'kopi', 'float', 'kopi', 'teh', 'gorengan']",True,False
1080,IUGHxmJdZd7cBTnMQoah,"['penyetan', 'float']",False,False
1081,IUNhHKr2pnlIQs4YrFw9,['es jeruk'],False,False
1082,IYQOdykZXud2bKKMBhSf,"['risol mayo', 'teh', 'penyetan']",True,False
1083,IYeMUvPGIfMdtpdkbLCo,['es jeruk'],True,False
1084,IYo841M0wcoV3VN322Ee,"['tahu krispy', 'french fries']",True,False
1085,IZJcYsPVpSsVqqpDPekV,['penyetan'],False,False
1086,IakJ3yBnbppeUpkaxIju,"['nasi goreng', 'risol mayo', 'kopi']",True,False
1087,IbGI0V84hZBGTMn16fWt,['penyetan'],False,False
1088,Id2aiKPXsrLUT1glrrWd,"['risol mayo', 'pisang coklat keju']",True,True
1089,If5KUv3ReiZnn18Q4iXH,"['cireng isi', 'risol mayo', 'risol mayo']",False,True
1090,Ihb0mrG3T84VeMT2w8Ec,['mie'],True,False
1091,IkansF3750i8MBjoQ2Xl,['risol mayo'],True,False
1092,InGgXJltXvWetpXhwGVJ,"['cireng isi', 'gorengan']",True,False
1093,IncCDGiDx7tWeZG3tsn5,"['penyetan', 'mie', 'teh']",True,False
1094,IneHodGbgsyMXiclVGCo,"['sosis goreng', 'tahu krispy']",True,False
1095,IofmfjAYuziOUipTZpNe,['kopi'],True,False
1096,IpZQSp19BMCltngTDSO2,['air putih'],True,False
1097,IqR3kTvf4p5xWdNF0I1V,"['mie', 'sosis goreng']",True,True
1098,Is3V9VCcFY08UEV1XiaL,['teh'],False,False
1099,IsF9sZghybDXemlpgPex,"['es jeruk', 'teh', 'risol mayo', 'risol mayo']",True,False
